Wall time,Step,Value
1667370432.1905172,65,0.004795799031853676
1667370442.290014,66,0.004779353272169828
1667370452.553671,67,0.0047631049528717995
1667370462.6148474,68,0.004747051279991865
1667370472.8804078,69,0.004731190390884876
1667370483.0765052,70,0.004715519957244396
1667370493.3406355,71,0.004700037185102701
1667370503.971604,72,0.004684740211814642
1667370514.743965,73,0.004669626243412495
1667370525.617259,74,0.0046546924859285355
1667370535.747892,75,0.0046399361453950405
1667370545.8833346,76,0.004625354893505573
1667370555.9382334,77,0.00461094593629241
1667370566.0395415,78,0.004596706014126539
1667370575.948545,79,0.004582632798701525
1667370586.891377,80,0.004568723030388355
1667370596.9914873,81,0.004554974380880594
1667370607.2957175,82,0.004541383124887943
1667370617.6514678,83,0.004527947399765253
1667370627.963186,84,0.0045146639458835125
1667370638.7698803,85,0.004501529969274998
1667370648.911647,86,0.004488543141633272
1667370659.2747812,87,0.004475699737668037
1667370669.584717,88,0.004462997894734144
1667370679.6490011,89,0.004450434818863869
1667370689.4503987,90,0.004438007716089487
1667370699.7374372,91,0.004425714258104563
1667370719.9074795,93,0.004401516634970903
1667370730.0468614,94,0.004389608278870583
1667370741.0877252,95,0.004377822857350111
1667370751.4955463,96,0.004366158973425627
1667370761.562332,97,0.004354613833129406
1667370771.8750837,98,0.004343185108155012
1667370782.121998,99,0.004331870470196009
1667370792.3476143,100,0.004320668056607246
1667370802.3887894,101,0.004309575539082289
1667370812.4983785,102,0.004298590589314699
1667370822.6980252,103,0.0042877113446593285
1667370833.5858345,104,0.004276935942471027
1667370843.712309,105,0.004266262520104647
1667370853.8459837,106,0.0042556882835924625
1667370863.982958,107,0.0042452123016119
1667370873.9082854,108,0.004234832711517811
1667370883.8553736,109,0.00422454671934247
1667370894.7709079,110,0.004214353859424591
1667370906.2321951,111,0.00420425133779645
1667370916.4044497,112,0.004194237757474184
1667370926.6818275,113,0.004184311255812645
1667370946.8492374,115,0.004164714366197586
1667370957.223069,116,0.0041550397872924805
1667370968.0280712,117,0.004145446699112654
1667370978.553128,118,0.004135932773351669
1667370988.6391835,119,0.004126496613025665
1667370998.7686238,120,0.00411713682115078
1667371009.0496752,121,0.004107851535081863
1667371019.3739395,122,0.004098639823496342
1667371030.1151414,123,0.004089500289410353
1667371040.089212,124,0.004080431070178747
1667371050.3652015,125,0.004071430768817663
1667371060.4196527,126,0.0040624989196658134
1667371070.5136414,127,0.004053633194416761
1667371081.654338,128,0.0040448326617479324
1667371092.5349982,129,0.004036095924675465
1667371102.6601675,130,0.004027422051876783
1667371113.7059782,131,0.004018809646368027
1667371123.986856,132,0.004010257311165333
1667371134.1348057,133,0.004001764114946127
1667371144.1004617,134,0.003993328660726547
1667371154.1643305,135,0.003984950017184019
1667371164.390347,136,0.003976627252995968
1667371174.4970548,137,0.003968358971178532
1667371184.8066044,138,0.003960144240409136
1667371194.8650382,139,0.003951982129365206
1667371205.7073574,140,0.003943871706724167
1667371215.9197795,141,0.003935812506824732
1667371226.2908106,142,0.003927802667021751
1667371236.4183905,143,0.003919842187315226
1667371246.4636223,144,0.0039119296707212925
1667371256.8652143,145,0.0039040648844093084
1667371267.0208118,146,0.003896246664226055
1667371277.8717983,147,0.003888474777340889
1667371288.114676,148,0.0038807482924312353
1667371298.0605636,149,0.0038730669766664505
1667371308.3120677,150,0.00386542989872396
1667371318.4198594,151,0.00385783682577312
1667371339.149135,153,0.0038427808322012424
1667371349.5697544,154,0.0038353169802576303
1667371360.0742323,155,0.0038278959691524506
1667371370.70718,156,0.0038205168675631285
1667371381.095132,157,0.0038131801411509514
1667371391.3012462,158,0.0038058850914239883
1667371401.87941,159,0.0037986317183822393
1667371412.0164144,160,0.003791420254856348
1667371422.0360515,161,0.003784250235185027
1667371431.938875,162,0.003777122125029564
1667371441.7414224,163,0.003770035458728671
1667371451.726762,164,0.003762990701943636
1667371462.1449337,165,0.003755988087505102
1667371472.126727,166,0.003749027382582426
1667371482.1976297,167,0.0037421088200062513
1667371492.9931502,168,0.0037352326326072216
1667371503.2575831,169,0.003728399286046624
1667371513.3115537,170,0.003721608780324459
1667371523.3774824,171,0.0037148615811020136
1667371533.35,172,0.0037081576883792877
1667371543.7339773,173,0.0037014975678175688
1667371554.0049257,174,0.003694881685078144
1667371564.2083175,175,0.0036883102729916573
1667371574.0684485,176,0.003681783564388752
1667371584.1647995,177,0.0036753020249307156
1667371594.9571333,178,0.0036688658874481916
1667371605.019104,179,0.003662475384771824
1667371615.3033426,180,0.0036561312153935432
1667371625.5703182,181,0.0036498336121439934
1667371635.649613,182,0.0036435825750231743
1667371645.8540504,183,0.0036373790353536606
1667371655.9909115,184,0.0036312227603048086
1667371666.038353,185,0.0036251142155379057
1667371676.1160038,186,0.003619053866714239
1667371685.9761298,187,0.003613041713833809
1667371706.8041189,189,0.0036011638585478067
1667371717.091479,190,0.0035952983889728785
1667371727.2276976,191,0.003589482046663761
1667371737.803603,192,0.003583715297281742
1667371748.7420964,193,0.0035779981408268213
1667371758.8512714,194,0.0035723308101296425
1667371768.8944597,195,0.0035667133051902056
1667371779.740728,196,0.0035611456260085106
1667371789.7700312,197,0.0035556277725845575
1667371800.1545832,198,0.00355015997774899
1667371810.195534,199,0.003544742241501808
1667371820.5815997,200,0.003539374331012368
1667371830.8658338,201,0.00353405624628067
1667371841.011899,202,0.003528787987306714
1667371851.153764,203,0.0035235693212598562
1667371861.2405298,204,0.0035184002481400967
1667371871.161414,205,0.003513280302286148
1667371881.2671003,206,0.0035082094836980104
1667371891.4839501,207,0.0035031873267143965
1667371901.33387,208,0.003498213831335306
1667371912.1710212,209,0.003493288764730096
1667371922.4556878,210,0.0034884114284068346
1667371932.6002874,211,0.0034835815895348787
1667371942.8206134,212,0.0034787992481142282
1667371952.9780836,213,0.0034740634728223085
1667371963.116619,214,0.0034693742636591196
1667371973.1515834,215,0.0034647309221327305
1667371984.017353,216,0.003460132982581854
1667371994.2218077,217,0.003455580212175846
1667372004.452924,218,0.0034510716795921326
1667372014.5867956,219,0.0034466073848307133
1667372024.7904634,220,0.0034421863965690136
1667372035.1257937,221,0.00343780848197639
1667372046.0220942,222,0.0034334727097302675
1667372056.267832,223,0.003429178847000003
1667372066.1290822,224,0.0034249259624630213
1667372076.246277,225,0.003420713823288679
1667372086.3387089,226,0.0034165414981544018
1667372096.6057408,227,0.0034124087542295456
1667372106.6471255,228,0.0034083144273608923
1667372116.7102587,229,0.003404258517548442
1667372127.4771066,230,0.003400239860638976
1667372137.9031746,231,0.0033962582238018513
1667372148.93459,232,0.003392312675714493
1667372159.8804076,233,0.0033884027507156134
1667372169.7829783,234,0.003384527750313282
1667372180.1125588,235,0.0033806872088462114
1667372190.432064,236,0.003376880194991827
1667372200.6052015,237,0.0033731062430888414
1667372210.8543017,238,0.0033693648874759674
1667372221.7471323,239,0.0033656551968306303
1667372231.8662832,240,0.003361976705491543
1667372252.0708582,242,0.00335471099242568
1667372262.1389804,243,0.0033511226065456867
1667372272.6357005,244,0.0033475630916655064
1667372282.937788,245,0.0033440319821238518
1667372293.6546288,246,0.0033405283465981483
1667372303.8402705,247,0.0033370519522577524
1667372314.1115818,248,0.0033336023334413767
1667372324.4101946,249,0.00333017879165709
1667372335.340899,250,0.0033267808612436056
1667372346.3282118,251,0.003323407843708992
1667372357.2567983,252,0.0033200597390532494
1667372367.2641594,253,0.003316735615953803
1667372377.3513868,254,0.0033134352415800095
1667372387.3980544,255,0.0033101581502705812
1667372397.668335,256,0.003306903876364231
1667372418.689657,258,0.0033004621509462595
1667372429.3154707,259,0.003297274000942707
1667372439.297974,260,0.0032941068056970835
1667372449.447741,261,0.0032909607980400324
1667372459.6635017,262,0.003287835279479623
1667372469.7189152,263,0.0032847297843545675
1667372479.9721186,264,0.0032816443126648664
1667372490.0640094,265,0.0032785783987492323
1667372501.1941967,266,0.0032755318097770214
1667372511.2993321,267,0.00327250431291759
1667372521.7159944,268,0.003269495442509651
1667372531.8567631,269,0.003266504965722561
1667372541.8916674,270,0.0032635326497256756
1667372552.0561802,271,0.0032605784945189953
1667372562.2650743,272,0.0032576420344412327
1667372582.6299639,274,0.0032518217340111732
1667372594.1854453,275,0.0032489371951669455
1667372605.3648374,276,0.003246069885790348
1667372615.461965,277,0.00324321910738945
1667372625.5864382,278,0.003240385325625539
1667372635.5164542,279,0.0032375676091760397
1667372645.7372742,280,0.00323476642370224
1667372655.6526408,281,0.0032319813035428524
1667372666.4296513,282,0.003229212248697877
1667372676.6645284,283,0.0032264592591673136
1667372686.78177,284,0.0032237216364592314
1667372696.9492073,285,0.0032209998462349176
1667372707.2703116,286,0.0032182936556637287
1667372717.2104237,287,0.003215602831915021
1667372728.0706718,288,0.0032129271421581507
1667372738.2985272,289,0.003210266586393118
1667372748.4675863,290,0.0032076211646199226
1667372758.7711217,291,0.0032049906440079212
1667372770.8432817,292,0.0032023750245571136
1667372781.3514788,293,0.0031997740734368563
1667372792.7893233,294,0.0031971875578165054
1667372804.297891,295,0.003194615710526705
1667372815.145856,296,0.0031920582987368107
1667372825.542609,297,0.0031895150896161795
1667372835.8715978,298,0.003186986083164811
1667372846.1084197,299,0.0031844712793827057
1667372856.4767241,300,0.003181970212608576
1667372866.7396777,301,0.003179483348503709
1667372876.6168387,302,0.0031770099885761738
1667372887.244259,303,0.0031745501328259706
1667372897.2661977,304,0.003172104014083743
1667372907.7121973,305,0.003169671166688204
1667372918.294583,306,0.003167251590639353
1667372928.7827694,307,0.00316484528593719
1667372939.3194213,308,0.003162452019751072
1667372949.8005533,309,0.0031600715592503548
1667372960.3545609,310,0.0031577039044350386
1667372970.4923236,311,0.0031553488224744797
1667372980.7789307,312,0.003153006313368678
1667372992.7890582,313,0.003150676377117634
1667373002.901453,314,0.0031483585480600595
1667373013.1560016,315,0.0031460525933653116
1667373023.7278697,316,0.0031437589786946774
1667373033.6743214,317,0.0031414770055562258
1667373044.3240886,318,0.0031392069067806005
1667373054.6046813,319,0.0031369482167065144
1667373064.9180496,320,0.003134700935333967
1667373074.8459303,321,0.003132465062662959
1667373084.8005972,322,0.0031302403658628464
1667373095.1538794,323,0.0031280266121029854
1667373105.9768403,324,0.0031258235685527325
1667373116.7944117,325,0.0031236314680427313
1667373126.8423626,326,0.0031214498449116945
1667373136.8943036,327,0.003119278931990266
1667373146.7705855,328,0.003117118263617158
1667373156.750623,329,0.003114967839792371
1667373167.1506371,330,0.0031128274276852608
1667373177.8389602,331,0.003110697027295828
1667373189.1174326,332,0.0031085764057934284
1667373200.0303075,333,0.0031064655631780624
1667373210.8421729,334,0.00310436449944973
1667373221.8747587,335,0.003102272981777787
1667373232.5430312,336,0.0031001907773315907
1667373242.3469553,337,0.0030981178861111403
1667373252.5653033,338,0.003096054308116436
1667373263.3547857,339,0.003094000043347478
1667373283.7123415,341,0.003089918289333582
1667373294.3626783,342,0.003087890800088644
1667373304.281325,343,0.0030858723912388086
1667373314.3076265,344,0.0030838625971227884
1667373324.3390222,345,0.003081861650571227
1667373334.841142,346,0.0030798695515841246
1667373344.8935313,347,0.0030778860673308372
1667373355.162233,348,0.0030759109649807215
1667373365.4775116,349,0.0030739447101950645
1667373375.50759,350,0.003071987070143223
1667373385.9536965,351,0.0030700378119945526
1667373396.1349645,352,0.0030680971685796976
1667373406.2270615,353,0.003066164907068014
1667373416.1540267,354,0.003064241260290146
1667373426.284794,355,0.003062325995415449
1667373436.182337,356,0.0030604193452745676
1667373446.169135,357,0.0030585213098675013
1667373456.5527966,358,0.0030566316563636065
1667373467.3988469,359,0.003054750617593527
1667373477.5315058,360,0.0030528779607266188
1667373487.4561074,361,0.003051013918593526
1667373497.140316,362,0.003049158491194248
1667373507.007418,363,0.0030473116785287857
1667373517.6071754,364,0.0030454732477664948
1667373527.8464522,365,0.0030436436645686626
1667373538.1463366,366,0.003041822463274002
1667373548.5465796,367,0.0030400101095438004
1667373559.0684273,368,0.003038206370547414
1667373569.9034145,369,0.003036411479115486
1667373580.5149055,370,0.0030346252024173737
1667373591.0380132,371,0.0030328475404530764
1667373602.1263072,372,0.003031078726053238
1667373612.3110533,373,0.0030293185263872147
1667373622.2496831,374,0.003027567407116294
1667373632.5364301,375,0.0030258249025791883
1667373643.2224607,376,0.003024091012775898
1667373654.5555682,377,0.00302236620336771
1667373664.670946,378,0.0030206500086933374
1667373674.6466615,379,0.00301894242875278
1667373684.9274461,380,0.003017243929207325
1667373695.1517787,381,0.003015554044395685
1667373705.5805738,382,0.0030138730071485043
1667373715.5628135,383,0.0030122005846351385
1667373725.6537054,384,0.0030105370096862316
1667373736.138292,385,0.00300888204947114
1667373746.5144668,386,0.0030072357039898634
1667373757.1770098,387,0.003005597973242402
1667373768.3606222,388,0.003003968857228756
1667373782.3571005,389,0.0030023481231182814
1667373792.609022,390,0.003000736003741622
1667373802.7379851,391,0.0029991324990987778
1667373813.1231425,392,0.0029975371435284615
1667373823.315388,393,0.0029959501698613167
1667373833.418201,394,0.0029943713452667
1667373844.3129025,395,0.0029928009025752544
1667373854.9535673,396,0.0029912383761256933
1667373864.9035873,397,0.00298968399874866
1667373874.8915806,398,0.0029881377704441547
1667373885.174789,399,0.00298659922555089
1667373895.1331007,400,0.0029850685968995094
1667373905.7352674,401,0.002983545418828726
1667373915.9737718,402,0.0029820301569998264
1667373926.2369716,403,0.0029805225785821676
1667373936.097702,404,0.002979022217914462
1667373946.064799,405,0.0029775293078273535
1667373957.0308456,406,0.002976043848320842
1667373967.7182527,407,0.0029745653737336397
1667373977.9014182,408,0.002973094116896391
1667373989.1254253,409,0.0029716298449784517
1667373999.5177324,410,0.002970172557979822
1667374009.9232647,411,0.0029687220230698586
1667374020.4067488,412,0.0029672784730792046
1667374030.8761203,413,0.0029658412095159292
1667374040.9802012,414,0.0029644109308719635
1667374052.6958387,415,0.0029629869386553764
1667374062.8447073,416,0.002961569232866168
1667374073.0268333,417,0.002960158046334982
1667374083.1229575,418,0.0029587531462311745
1667374093.653566,419,0.002957354299724102
1667374103.6463456,420,0.0029559615068137646
1667374114.8172288,421,0.002954574767500162
1667374125.626744,422,0.0029531940817832947
1667374137.33703,423,0.0029518192168325186
1667374148.1005812,424,0.002950450172647834
1667374158.2664478,425,0.0029490867163985968
1667374169.137692,426,0.002947729080915451
1667374179.7095742,427,0.0029463772661983967
1667374189.921618,428,0.0029450308065861464
1667374200.8829906,429,0.0029436899349093437
1667374211.3305233,430,0.002942354418337345
1667374221.6057827,431,0.0029410244897007942
1667374232.1897333,432,0.0029396999161690474
1667374242.1160722,433,0.0029383806977421045
1667374252.1144278,434,0.0029370668344199657
1667374262.2766833,435,0.002935758326202631
1667374272.2174864,436,0.0029344549402594566
1667374283.1333096,437,0.0029331566765904427
1667374293.9896753,438,0.0029318637680262327
1667374304.1801367,439,0.002930575981736183
1667374313.9691575,440,0.0029292930848896503
1667374323.8390431,441,0.0029280155431479216
1667374333.7608044,442,0.002926743123680353
1667374344.61784,443,0.0029254755936563015
1667374354.5098794,444,0.0029242131859064102
1667374364.4711502,445,0.0029229559004306793
1667374374.8304317,446,0.002921703504398465
1667374385.2072852,447,0.0029204559978097677
1667374394.9666784,448,0.0029192136134952307
1667374405.083144,449,0.0029179761186242104
1667374415.0322104,450,0.002916743280366063
1667374425.7674139,451,0.0029155155643820763
1667374435.56222,452,0.002914292737841606
1667374445.5675755,453,0.002913074567914009
1667374455.4627736,454,0.0029118612874299288
1667374465.539318,455,0.0029106526635587215
1667374475.5114791,456,0.002909448929131031
1667374486.3194456,457,0.00290824961848557
1667374496.3023946,458,0.0029070551972836256
1667374506.4304075,459,0.0029058651998639107
1667374516.5125883,460,0.002904679859057069
1667374526.8623676,461,0.0029034991748631
1667374537.2255383,462,0.002902322681620717
1667374547.2140744,463,0.0029011506121605635
1667374557.16426,464,0.0028999829664826393
1667374567.9328296,465,0.002898819511756301
1667374578.0824742,466,0.0028976602479815483
1667374587.9795835,467,0.002896504942327738
1667374598.308303,468,0.002895353827625513
1667374609.260676,469,0.0028942066710442305
1667374619.4252532,470,0.00289306347258389
1667374630.5149376,471,0.0028919237665832043
1667374641.0084462,472,0.002890787785872817
1667374651.0582197,473,0.0028896555304527283
1667374661.1852915,474,0.0028885265346616507
1667374671.5313947,475,0.002887401031330228
1667374681.403302,476,0.002886278787627816
1667374691.4020486,477,0.0028851593378931284
1667374701.4724534,478,0.0028840431477874517
1667374712.2763398,479,0.002882929751649499
1667374722.5836668,480,0.0028818189166486263
1667374732.7612293,481,0.0028807108756154776
1667374742.8215446,482,0.0028796051628887653
1667374752.817094,483,0.0028785017784684896
1667374764.0302567,484,0.002877400489524007
1667374775.420535,485,0.002876301296055317
1667374786.47243,486,0.0028752039652317762
1667374796.680455,487,0.002874108264222741
1667374806.783,488,0.002873013960197568
1667374816.9619496,489,0.0028719212859869003
1667374827.4138367,490,0.002870829775929451
1667374837.89223,491,0.00286973943002522
1667374848.2306445,492,0.0028686500154435635
1667374859.299559,493,0.002867561299353838
1667374869.6971202,494,0.0028664732817560434
1667374880.4272609,495,0.002865385729819536
1667374890.9160142,496,0.0028642984107136726
1667374901.6834533,497,0.0028632113244384527
1667374913.6291485,498,0.0028621244709938765
1667374925.0769176,499,0.0028610373847186565
1667374935.5081794,500,0.002859950065612793
1667374945.9051185,501,0.002858862280845642
1667374956.0923862,502,0.0028577742632478476
1667374966.343242,503,0.0028566853143274784
1667374976.5856688,504,0.002855595899745822
1667374986.4711647,505,0.002854505553841591
1667375007.5125039,507,0.0028523218352347612
1667375017.706938,508,0.002851228229701519
1667375027.8113348,509,0.002850133692845702
1667375038.042862,510,0.0028490377590060234
1667375048.177371,511,0.0028479404281824827
1667375058.2008116,512,0.00284684170037508
1667375068.9248486,513,0.0028457415755838156
1667375079.2684593,514,0.0028446398209780455
1667375089.4805374,515,0.0028435366693884134
1667375100.303525,516,0.0028424321208149195
1667375111.567603,517,0.00284132594242692
1667375122.8178566,518,0.002840218134224415
1667375133.7409897,519,0.002839108929038048
1667375144.3957987,520,0.002837998326867819
1667375155.856884,521,0.0028368860948830843
1667375166.3766024,522,0.0028357726987451315
1667375177.1367154,523,0.002834657672792673
1667375187.6298397,524,0.00283354171551764
1667375198.4375122,525,0.002832424361258745
1667375222.1261585,527,0.002830186393111944
1667375233.4111078,528,0.0028290662448853254
1667375244.3528645,529,0.002827945165336132
1667375255.4500036,530,0.0028268233872950077
1667375266.4660804,531,0.002825701143592596
1667375277.2831829,532,0.0028245786670595407
1667375288.0096612,533,0.002823455957695842
1667375298.9207401,534,0.002822333248332143
1667375310.1938207,535,0.0028212107717990875
1667375321.0586653,536,0.002820088528096676
1667375333.018629,537,0.0028189667500555515
1667375344.4253137,538,0.002817845670506358
1667375354.8147738,539,0.002816725755110383
1667375365.9185245,540,0.0028156067710369825
1667375377.5239043,541,0.002814489183947444
1667375388.3127735,542,0.002813373226672411
1667375399.62272,543,0.0028122588992118835
1667375410.091437,544,0.0028111464343965054
1667375421.053225,545,0.0028100365307182074
1667375431.381119,546,0.0028089287225157022
1667375442.435201,547,0.002807823708280921
1667375453.4573772,548,0.0028067217208445072
1667375464.968337,549,0.002805622760206461
1667375477.184716,550,0.002804527059197426
1667375488.5194461,551,0.0028034348506480455
1667375498.8986816,552,0.0028023466002196074
1667375509.2567754,553,0.0028012620750814676
1667375520.289056,554,0.0028001819737255573
1667375532.5189989,555,0.0027991062961518764
1667375543.4547968,556,0.002798035042360425
1667375554.5057302,557,0.0027969686780124903
1667375566.127907,558,0.002795907435938716
1667375577.7056878,559,0.002794851316139102
1667375589.1044269,560,0.0027938007842749357
1667375600.0771136,561,0.0027927556075155735
1667375611.1910405,562,0.0027917162515223026
1667375622.5825229,563,0.002790682716295123
1667375633.6659384,564,0.0027896554674953222
1667375644.5350842,565,0.0027886342722922564
1667375655.5526838,566,0.002787619363516569
1667375667.0158606,567,0.002786611206829548
1667375678.2689767,568,0.002785609569400549
1667375690.0517347,569,0.002784614684060216
1667375701.4444795,570,0.0027836267836391926
1667375712.80714,571,0.002782645868137479
1667375723.6663435,572,0.0027816719375550747
1667375734.02324,573,0.0027807054575532675
1667375745.2867498,574,0.00277974596247077
1667375756.4874296,575,0.002778794150799513
1667375767.3711033,576,0.002777849556878209
1667375779.0308306,577,0.0027769124135375023
1667375790.516265,578,0.002775982953608036
1667375802.1270244,579,0.0027750611770898104
1667375813.4511037,580,0.0027741470839828253
1667375824.829286,581,0.002773240441456437
1667375836.0328853,582,0.002772341715171933
1667375848.0225499,583,0.00277145067229867
1667375870.8829262,585,0.002769692102447152
1667375881.8180382,586,0.002768824342638254
1667375892.905706,587,0.0027679644990712404
1667375903.258453,588,0.002767112571746111
1667375913.6973934,589,0.0027662680950015783
1667375924.61648,590,0.00276543153449893
1667375936.8102436,591,0.002764602890238166
1667375947.917326,592,0.0027637816965579987
1667375958.4503284,593,0.002762968186289072
1667375968.9047863,594,0.0027621621266007423
1667375979.8001304,595,0.002761363983154297
1667375990.789906,596,0.0027605730574578047
1667376001.9052768,597,0.002759789815172553
1667376012.439902,598,0.0027590137906372547
1667376023.4051335,599,0.0027582449838519096
1667376034.3962212,600,0.0027574836276471615
1667376045.4198155,601,0.0027567294891923666
1667376055.9162574,602,0.0027559821028262377
1667376066.9177933,603,0.002755241934210062
1667376077.8898754,604,0.002754508750513196
1667376089.4253325,605,0.002753782318904996
1667376100.686536,606,0.002753062406554818
1667376112.1373127,607,0.0027523492462933064
1667376123.237717,608,0.002751642605289817
1667376134.2304268,609,0.002750942250713706
1667376145.3386438,610,0.002750248182564974
1667376157.1410303,611,0.0027495601680129766
1667376168.3741205,612,0.0027488782070577145
1667376179.8940046,613,0.0027482020668685436
1667376191.163153,614,0.0027475315146148205
1667376202.4266307,615,0.0027468667831271887
1667376214.1736827,616,0.002746207406744361
1667376225.9512343,617,0.002745553618296981
1667376237.379702,618,0.0027449047192931175
1667376249.2999513,619,0.0027442609425634146
1667376260.5829353,620,0.0027436218224465847
1667376271.8805325,621,0.0027429875917732716
1667376283.8198614,622,0.0027423580177128315
1667376294.7501428,623,0.002741732867434621
1667376305.4577043,624,0.0027411116752773523
1667376317.0486724,625,0.0027404949069023132
1667376327.9399164,626,0.0027398818638175726
1667376338.85512,627,0.0027392725460231304
1667376349.3869162,628,0.0027386669535189867
1667376360.9786105,629,0.002738064620643854
1667376372.317455,630,0.0027374655473977327
1667376383.6738439,631,0.0027368697337806225
1667376394.8060915,632,0.0027362764813005924
1667376406.798254,633,0.00273568625561893
1667376417.7386339,634,0.0027350985910743475
1667376429.0118139,635,0.0027345132548362017
1667376440.1061487,636,0.0027339300140738487
1667376450.9103923,637,0.0027333488687872887
1667376462.3267822,638,0.002732769586145878
1667376473.8858902,639,0.0027321921661496162
1667376484.9225154,640,0.0027316161431372166
1667376496.205835,641,0.002731041284278035
1667376507.4395268,642,0.0027304678224027157
1667376517.9220352,643,0.002729895291849971
1667376528.8785324,644,0.002729323459789157
1667376540.5812023,645,0.0027287525590509176
1667376551.6722615,646,0.002728181891143322
1667376563.3227458,647,0.0027276116888970137
1667376574.6128635,648,0.0027270414866507053
1667376585.693473,649,0.002726471284404397
1667376597.048956,650,0.002725900849327445
1667376608.6632984,651,0.0027253301814198494
1667376619.8902726,652,0.002724758815020323
1667376632.0534267,653,0.0027241867501288652
1667376642.8311946,654,0.0027236139867454767
1667376653.7564027,655,0.00272304005920887
1667376664.9506211,656,0.0027224652003496885
1667376676.3000717,657,0.0027218887116760015
1667376687.847884,658,0.0027213108260184526
1667376698.6374269,659,0.002720731310546398
1667376709.5182555,660,0.0027201499324291945
1667376721.6256824,661,0.0027195666916668415
1667376732.557343,662,0.0027189813554286957
1667376743.6383784,663,0.002718393923714757
1667376754.3581789,664,0.002717803930863738
1667376764.9658482,665,0.002717211376875639
1667376776.4267738,666,0.002716616028919816
1667376788.1149614,667,0.002716018119826913
1667376799.6071217,668,0.0027154171839356422
1667376811.1616197,669,0.002714813221246004
1667376822.6380672,670,0.002714205998927355
1667376833.226515,671,0.0027135955169796944
1667376844.3412104,672,0.002712981542572379
1667376855.1787615,673,0.0027123638428747654
1667376866.6980553,674,0.002711742650717497
1667376878.354381,675,0.0027111175004392862
1667376889.6378727,676,0.002710488624870777
1667376900.7190843,677,0.0027098555583506823
1667376911.370178,678,0.0027092183008790016
1667376922.6725345,679,0.002708576852455735
1667376933.8570487,680,0.002707931213080883
1667376946.2723358,681,0.0027072809170931578
1667376957.6219318,682,0.002706626197323203
1667376968.6465304,683,0.0027059668209403753
1667376980.275347,684,0.002705302555114031
1667376991.6015906,685,0.0027046336326748133
1667377002.4539168,686,0.002703959820792079
1667377013.6533737,687,0.002703281119465828
1667377025.3685687,688,0.0027025972958654165
1667377037.5839205,689,0.0027019085828214884
1667377048.81634,690,0.002701214514672756
1667377059.3798797,691,0.0027005153242498636
1667377069.7558594,692,0.002699810778722167
1667377080.3401592,693,0.00269910111092031
1667377090.3970177,694,0.0026983858551830053
1667377101.4846494,695,0.0026976652443408966
1667377111.5773802,696,0.002696939278393984
1667377121.911069,697,0.002696207957342267
1667377132.3501594,698,0.0026954710483551025
1667377143.518121,699,0.0026947285514324903
1667377155.438996,700,0.002693980699405074
1667377165.8803709,701,0.002693227492272854
1667377176.1233273,702,0.002692468697205186
1667377187.3552933,703,0.0026917043142020702
1667377197.8789368,704,0.0026909345760941505
1667377208.2968552,705,0.002690159482881427
